Age,Annual_salary,Currency,Country,professional_work_experience_overall,professional_work_experience_field,education_level,Gender,grouped_industry,salary_in_usd
25-34,28333.0,CAD,Canada,11 - 20 years,8 - 10 years,College degree,Woman,Engineering,20399.76
25-34,28000.0,GBP,UK,11 - 20 years,11 - 20 years,College degree,Woman,Other,36120.0
25-34,57900.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Environmental,57900.0
25-34,87900.0,USD,US,5-7 years,5-7 years,College degree,Woman,Healthcare,87900.0
25-34,265000.0,USD,US,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,265000.0
25-34,70291.0,USD,US,8 - 10 years,5-7 years,Master's degree,Woman,Library,70291.0
25-34,108000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Nonprofits,108000.0
25-34,88000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Nonprofits,88000.0
35-44,85000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Business,85000.0
35-44,250000.0,USD,US,11 - 20 years,11 - 20 years,PhD,Woman,Computing,250000.0
35-44,107500.0,USD,US,11 - 20 years,11 - 20 years,College degree,Man,Marketing,107500.0
35-44,52000.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Marketing,52000.0
35-44,45000.0,USD,US,11 - 20 years,5-7 years,College degree,Woman,Nonprofits,45000.0
35-44,30000.0,USD,US,21 - 30 years,2 - 4 years,Some college,Woman,Retail,30000.0
45-54,53000.0,USD,US,21 - 30 years,11 - 20 years,College degree,Woman,Marketing,53000.0
45-54,55500.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Marketing,55500.0
55-64,95000.0,USD,US,21 - 30 years,21 - 30 years,Master's degree,Woman,Computing,95000.0
55-64,89800.0,USD,US,21 - 30 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Veterinary,89800.0
18-24,35000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Education,35000.0
25-34,92500.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Computing,92500.0
25-34,103000.0,CAD,Canada,5-7 years,5-7 years,College degree,Woman,Computing,74160.0
25-34,72100.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Computing,72100.0
25-34,37000.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Education,37000.0
25-34,87700.0,CAD,Canada,5-7 years,1 year or less,College degree,Woman,Engineering,63144.0
25-34,86000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Administration,86000.0
25-34,115000.0,USD,US,2 - 4 years,2 - 4 years,PhD,Woman,Healthcare,115000.0
25-34,75500.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Media,75500.0
25-34,80000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Nonprofits,80000.0
25-34,70000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Nonprofits,70000.0
25-34,70000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Nonprofits,70000.0
25-34,80000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Retail,80000.0
35-44,83000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Agriculture,83000.0
35-44,95000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Computing,95000.0
35-44,32000.0,GBP,UK,8 - 10 years,1 year or less,Master's degree,Woman,Computing,41280.0
35-44,37000.0,USD,US,11 - 20 years,5-7 years,College degree,Woman,Education,37000.0
35-44,40000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,40000.0
35-44,94400.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Engineering,94400.0
35-44,119000.0,CAD,Canada,11 - 20 years,11 - 20 years,Master's degree,Woman,Administration,85680.0
35-44,45000.0,USD,US,11 - 20 years,1 year or less,College degree,Woman,Nonprofits,45000.0
45-54,44000.0,USD,US,21 - 30 years,21 - 30 years,College degree,Woman,Education,44000.0
45-54,180000.0,USD,US,21 - 30 years,21 - 30 years,Master's degree,Woman,Insurance,180000.0
45-54,69100.0,USD,US,21 - 30 years,21 - 30 years,Some college,Woman,Insurance,69100.0
45-54,93000.0,USD,US,21 - 30 years,21 - 30 years,PhD,Woman,Nonprofits,93000.0
55-64,110000.0,CAD,Canada,21 - 30 years,21 - 30 years,Master's degree,Woman,Education,79200.0
55-64,80000.0,USD,US,31 - 40 years,31 - 40 years,College degree,Woman,Other,80000.0
18-24,60000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Computing,60000.0
25-34,81000.0,USD,UK,5-7 years,1 year or less,College degree,Woman,Accounting,81000.0
25-34,135000.0,USD,US,8 - 10 years,5-7 years,Master's degree,Woman,Computing,135000.0
25-34,100000.0,USD,US,8 - 10 years,2 - 4 years,College degree,Woman,Computing,100000.0
25-34,76000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,76000.0
25-34,40000.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Education,40000.0
25-34,98000.0,USD,US,8 - 10 years,5-7 years,PhD,Woman,Engineering,98000.0
25-34,94000.0,USD,US,8 - 10 years,5-7 years,Master's degree,Woman,Engineering,94000.0
25-34,39000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Administration,39000.0
25-34,52000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Non-binary,Insurance,52000.0
25-34,115000.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Marketing,115000.0
25-34,55000.0,USD,US,8 - 10 years,5-7 years,College degree,Man,Nonprofits,55000.0
25-34,76000.0,USD,US,8 - 10 years,5-7 years,Master's degree,Woman,Nonprofits,76000.0
25-34,57000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Nonprofits,57000.0
25-34,84000.0,USD,US,5-7 years,2 - 4 years,College degree,Woman,Politics,84000.0
25-34,65000.0,EUR,Germany,5-7 years,2 - 4 years,PhD,Man,Research,70850.0
35-44,64000.0,GBP,UK,11 - 20 years,11 - 20 years,Master's degree,Woman,Accounting,82560.0
35-44,59000.0,USD,US,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Accounting,59000.0
35-44,300000.0,USD,US,11 - 20 years,5-7 years,College degree,Woman,Art,300000.0
35-44,155000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Computing,155000.0
35-44,95000.0,USD,US,8 - 10 years,8 - 10 years,PhD,Woman,Education,95000.0
35-44,130000.0,USD,US,21 - 30 years,11 - 20 years,Master's degree,Woman,Education,130000.0
35-44,450000.0,USD,US,21 - 30 years,11 - 20 years,Master's degree,Woman,Food,450000.0
35-44,165000.0,USD,US,11 - 20 years,5-7 years,,Woman,Healthcare,165000.0
35-44,77000.0,USD,US,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Law,77000.0
35-44,215000.0,USD,US,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Tourism,215000.0
35-44,92000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Nonprofits,92000.0
35-44,70000.0,USD,US,21 - 30 years,11 - 20 years,College degree,Woman,Nonprofits,70000.0
35-44,150000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Nonprofits,150000.0
45-54,61000.0,CAD,Canada,21 - 30 years,21 - 30 years,College degree,Woman,Education,43920.0
45-54,60000.0,GBP,UK,21 - 30 years,11 - 20 years,Master's degree,Woman,Law,77400.0
45-54,98500.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Other,98500.0
18-24,35360.0,USD,US,2 - 4 years,1 year or less,College degree,Woman,Other,35360.0
25-34,84000.0,USD,US,5-7 years,2 - 4 years,Master's degree,Woman,Other,84000.0
25-34,168000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Engineering,168000.0
25-34,26000.0,GBP,UK,5-7 years,2 - 4 years,College degree,Woman,Other,33540.0
25-34,47205.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Non-binary,Administration,47205.0
25-34,105000.0,USD,US,11 - 20 years,2 - 4 years,Master's degree,Woman,Healthcare,105000.0
25-34,64000.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Healthcare,64000.0
25-34,95000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Healthcare,95000.0
25-34,40000.0,CAD,Canada,5-7 years,5-7 years,College degree,Woman,Events,28800.0
25-34,32760.0,USD,US,8 - 10 years,2 - 4 years,College degree,Woman,Insurance,32760.0
25-34,50000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Marketing,50000.0
25-34,75000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Man,Media,75000.0
25-34,45000.0,USD,US,2 - 4 years,2 - 4 years,Master's degree,Woman,Nonprofits,45000.0
25-34,44000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Nonprofits,44000.0
25-34,92000.0,CAD,Canada,8 - 10 years,8 - 10 years,College degree,Woman,Energy,66240.0
25-34,78000.0,USD,US,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Politics,78000.0
25-34,89000.0,USD,US,2 - 4 years,2 - 4 years,Master's degree,Woman,Retail,89000.0
25-34,63000.0,USD,US,5-7 years,2 - 4 years,Master's degree,Woman,Social Work,63000.0
35-44,20019.0,GBP,UK,21 - 30 years,21 - 30 years,Some college,Woman,Administration,25824.510000000002
35-44,49500.0,USD,US,11 - 20 years,5-7 years,College degree,Woman,Administration,49500.0
35-44,115000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Administration,115000.0
35-44,244000.0,USD,US,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Healthcare,244000.0
35-44,225000.0,USD,US,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,225000.0
35-44,118000.0,USD,US,21 - 30 years,21 - 30 years,College degree,Woman,Media,118000.0
35-44,40000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Museums,40000.0
35-44,172500.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Nonprofits,172500.0
35-44,79500.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Nonprofits,79500.0
35-44,83500.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Social Work,83500.0
45-54,50000.0,USD,US,31 - 40 years,11 - 20 years,High School,Woman,Other,50000.0
45-54,121000.0,USD,US,21 - 30 years,11 - 20 years,Master's degree,Woman,Nonprofits,121000.0
55-64,52000.0,USD,US,31 - 40 years,8 - 10 years,College degree,Woman,Agriculture,52000.0
25-34,72775.0,CAD,Canada,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Computing,52398.0
25-34,85000.0,USD,US,8 - 10 years,2 - 4 years,College degree,Woman,Computing,85000.0
25-34,52000.0,GBP,UK,8 - 10 years,8 - 10 years,PhD,Woman,Education,67080.0
25-34,51000.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Education,51000.0
25-34,105000.0,USD,US,8 - 10 years,5-7 years,Master's degree,Woman,Administration,105000.0
25-34,70000.0,USD,US,5-7 years,2 - 4 years,Master's degree,Woman,Healthcare,70000.0
25-34,83000.0,USD,US,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,83000.0
25-34,35000.0,USD,US,8 - 10 years,5-7 years,Master's degree,Woman,Marketing,35000.0
25-34,75000.0,USD,US,5-7 years,2 - 4 years,College degree,Woman,Media,75000.0
25-34,40000.0,GBP,UK,8 - 10 years,2 - 4 years,Master's degree,Woman,Nonprofits,51600.0
25-34,43000.0,USD,US,5-7 years,5-7 years,College degree,Woman,HR,43000.0
25-34,55000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Retail,55000.0
25-34,55600.0,USD,US,8 - 10 years,2 - 4 years,Master's degree,Woman,Social Work,55600.0
35-44,90000.0,USD,US,11 - 20 years,2 - 4 years,Master's degree,Woman,Accounting,90000.0
35-44,30000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Culture,30000.0
35-44,43000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,43000.0
35-44,78640.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Engineering,78640.0
35-44,91000.0,USD,US,21 - 30 years,5-7 years,Master's degree,Woman,Healthcare,91000.0
35-44,120000.0,CAD,Canada,11 - 20 years,11 - 20 years,College degree,Woman,Insurance,86400.0
35-44,85000.0,CAD,Canada,21 - 30 years,11 - 20 years,College degree,Man,Marketing,61200.0
35-44,93000.0,CAD,Canada,21 - 30 years,21 - 30 years,High School,Woman,Research,66960.0
35-44,99000.0,USD,US,11 - 20 years,2 - 4 years,College degree,Woman,Sales,99000.0
45-54,70000.0,EUR,Netherlands,21 - 30 years,11 - 20 years,Master's degree,Man,Computing,76300.0
45-54,145000.0,USD,US,21 - 30 years,21 - 30 years,Master's degree,Woman,Computing,145000.0
45-54,78144.0,CAD,Canada,11 - 20 years,11 - 20 years,Some college,Man,Computing,56263.68
45-54,92000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,92000.0
45-54,150000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Nonprofits,150000.0
45-54,49920.0,USD,US,21 - 30 years,11 - 20 years,College degree,Woman,Property,49920.0
55-64,79900.0,USD,US,31 - 40 years,21 - 30 years,Master's degree,Other or prefer not to answer,Communication,79900.0
25-34,79000.0,USD,US,5-7 years,1 year or less,College degree,Woman,Art,79000.0
25-34,120000.0,USD,US,8 - 10 years,5-7 years,Master's degree,Woman,Business,120000.0
25-34,65386.0,USD,,,8 - 10 years,,,Education,65386.0
25-34,49000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Education,49000.0
25-34,39500.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Education,39500.0
25-34,34808.0,GBP,UK,5-7 years,5-7 years,Master's degree,Woman,Education,44902.32
25-34,96000.0,CAD,Canada,11 - 20 years,11 - 20 years,College degree,Woman,Education,69120.0
25-34,108518.0,USD,US,8 - 10 years,2 - 4 years,Master's degree,Woman,Administration,108518.0
25-34,40000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Law,40000.0
25-34,55000.0,USD,US,5-7 years,5-7 years,College degree,Non-binary,Nonprofits,55000.0
25-34,47000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Nonprofits,47000.0
25-34,52000.0,CAD,Canada,5-7 years,5-7 years,College degree,Woman,Nonprofits,37440.0
25-34,54000.0,CAD,Canada,8 - 10 years,5-7 years,Some college,Woman,Property,38880.0
25-34,50000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,HR,50000.0
35-44,99000.0,USD,US,11 - 20 years,5-7 years,Master's degree,Woman,Computing,99000.0
35-44,140000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Computing,140000.0
35-44,43800.0,USD,US,21 - 30 years,11 - 20 years,Master's degree,,Education,43800.0
35-44,142950.0,USD,US,21 - 30 years,8 - 10 years,College degree,Woman,Administration,142950.0
35-44,90000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Healthcare,90000.0
35-44,28000.0,GBP,UK,11 - 20 years,8 - 10 years,College degree,Man,Tourism,36120.0
35-44,74000.0,USD,US,21 - 30 years,21 - 30 years,Master's degree,Woman,Nonprofits,74000.0
35-44,152630.0,USD,US,11 - 20 years,8 - 10 years,College degree,Woman,Nonprofits,152630.0
35-44,125000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Sales,125000.0
35-44,76000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Research,76000.0
35-44,78000.0,USD,US,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Veterinary,78000.0
18-24,55000.0,USD,US,1 year or less,1 year or less,College degree,Woman,Nonprofits,55000.0
18-24,52000.0,USD,US,1 year or less,1 year or less,College degree,Woman,HR,52000.0
25-34,36500.0,USD,US,8 - 10 years,5-7 years,College degree,Man,Art,36500.0
25-34,35000.0,GBP,UK,5-7 years,1 year or less,Master's degree,Woman,Business,45150.0
25-34,120000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Computing,120000.0
25-34,129000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Computing,129000.0
25-34,58000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Education,58000.0
25-34,40000.0,USD,US,8 - 10 years,2 - 4 years,Master's degree,Woman,Other,40000.0
25-34,24000.0,GBP,UK,5-7 years,5-7 years,College degree,Woman,Healthcare,30960.0
25-34,12000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Healthcare,12000.0
25-34,92000.0,USD,US,5-7 years,5-7 years,PhD,Woman,Healthcare,92000.0
25-34,40000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Law,40000.0
25-34,64341.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Library,64341.0
25-34,30238.0,Other,Brazil,11 - 20 years,8 - 10 years,College degree,Woman,Marketing,30238.0
25-34,98500.0,USD,US,11 - 20 years,5-7 years,Master's degree,Woman,Nonprofits,98500.0
25-34,87000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Other,87000.0
25-34,102000.0,USD,US,11 - 20 years,5-7 years,Master's degree,Woman,HR,102000.0
25-34,150000.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Communication,150000.0
35-44,69000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Non-binary,Art,69000.0
35-44,125000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Art,125000.0
35-44,140000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Man,Computing,140000.0
35-44,157000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Man,Computing,157000.0
35-44,47942.0,USD,US,5-7 years,2 - 4 years,College degree,Woman,Education,47942.0
35-44,137000.0,USD,US,21 - 30 years,21 - 30 years,College degree,Woman,Engineering,137000.0
35-44,90000.0,USD,US,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Administration,90000.0
35-44,300000.0,USD,US,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Law,300000.0
35-44,150000.0,CAD,Canada,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Law,108000.0
35-44,80000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Woman,Marketing,80000.0
35-44,51000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Nonprofits,51000.0
35-44,55000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Nonprofits,55000.0
35-44,165000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Nonprofits,165000.0
35-44,63500.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Social Work,63500.0
35-44,56846.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Social Work,56846.0
45-54,46467.0,USD,US,31 - 40 years,21 - 30 years,Some college,Man,Education,46467.0
65 or over,81000.0,USD,US,31 - 40 years,8 - 10 years,PhD,Woman,Administration,81000.0
18-24,41000.0,EUR,Ireland,1 year or less,1 year or less,College degree,Woman,Other,44690.0
18-24,72000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Insurance,72000.0
25-34,37398.0,USD,US,5-7 years,2 - 4 years,College degree,Woman,Accounting,37398.0
25-34,80000.0,USD,US,8 - 10 years,2 - 4 years,Master's degree,Woman,Accounting,80000.0
25-34,87000.0,USD,US,8 - 10 years,5-7 years,College degree,Non-binary,Business,87000.0
25-34,41766.0,USD,US,5-7 years,5-7 years,College degree,Non-binary,Other,41766.0
25-34,90396.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Computing,90396.0
25-34,50000.0,USD,US,8 - 10 years,5-7 years,Master's degree,Woman,Education,50000.0
25-34,48300.0,USD,US,5-7 years,2 - 4 years,College degree,Other or prefer not to answer,Education,48300.0
25-34,61568.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Healthcare,61568.0
25-34,78000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Library,78000.0
25-34,31200.0,USD,US,5-7 years,2 - 4 years,College degree,Non-binary,Nonprofits,31200.0
25-34,63000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Nonprofits,63000.0
25-34,116000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Nonprofits,116000.0
25-34,55000.0,GBP,UK,8 - 10 years,2 - 4 years,Master's degree,Woman,HR,70950.0
25-34,39000.0,CAD,Canada,5-7 years,2 - 4 years,High School,Woman,Retail,28080.0
25-34,72633.0,USD,US,8 - 10 years,1 year or less,College degree,Woman,Communication,72633.0
35-44,157000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Man,Accounting,157000.0
35-44,175000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Computing,175000.0
35-44,36100.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,36100.0
35-44,105000.0,CAD,Canada,8 - 10 years,8 - 10 years,Master's degree,Woman,Administration,75600.0
35-44,28000.0,USD,US,2 - 4 years,2 - 4 years,Some college,Woman,Healthcare,28000.0
35-44,116000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Media,116000.0
35-44,80000.0,USD,US,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Nonprofits,80000.0
